32.53423267	45	50.60438952
35.81216758	45	54.92271096
59.09427626	45	73.97407202
42.25205324	45	93.57515135
57.88491814	45	0.620233113
65.96341333	45	16.15289624
34.7947926	45	91.68669975
73.81102728	45	8.359622189
88.06644689	45	35.39532156
41.90969329	45	27.57438063
40.18364333	45	19.52242521
81.03103777	45	35.77557866
51.24804093	45	28.5939723
78.82760495	45	8.966020785
1.924466237	45	12.44087197
28.47251623	45	47.04102072
56.80757776	45	52.31738192
26.13835318	45	34.32426288
49.42592652	45	58.29474951
38.36626042	45	34.14641666
18.37152606	45	83.17585284
7.536447399	45	86.14507605
28.56231419	45	26.11906017
11.26031075	45	3.606171944
26.89956418	45	36.81422516
2.775248465	45	47.10686714
22.31271853	45	33.1865309
68.58935783	45	69.8859706
28.63027199	45	30.01428393
83.12058225	45	24.9831295
3.430183293	45	75.14355036
10.92406326	45	42.57339753
60.26880668	45	73.34379407
68.27843593	45	46.51324344
61.30479837	45	10.08424862
69.34823326	45	57.66287502
80.47401274	45	45.14068026
77.95507854	45	67.45270682
81.25102354	45	28.6051621
23.68857587	45	72.77850095
56.22154826	45	87.84375239
75.84606208	45	3.356314549
8.762028937	45	74.49497281
61.41876158	45	69.19428564
50.49180138	45	87.52494272
29.355582	45	24.11754064
39.99227997	45	82.62821285
21.29747245	45	79.94028411
41.11515687	45	80.19436154
1.419976312	45	9.49184715
44.77591781	45	63.29790204
12.84768898	45	88.43464073
40.25574116	45	29.44451468
66.69846348	45	25.87110443
82.80299727	45	55.87477471
15.54756505	45	83.01524805
14.47011701	45	74.0381147
42.54810387	45	18.39789709
64.97491506	45	85.12111864
38.25936559	45	69.34399533
12.52106945	45	6.950566219
43.78652367	45	93.68612072
65.53705935	45	55.27697398
76.3921283	45	53.22049927
89.44496993	45	32.5187874
37.16082304	45	73.24265835
39.93377591	45	30.21651085
10.02676633	45	21.11391796
21.33637296	45	15.10578627
62.35564067	45	9.94286816
67.92219703	45	18.08244365
29.76651751	45	83.87463459
26.18221529	45	33.80990858
47.96070699	45	75.13598523
16.07554751	45	90.33078079
76.49908884	45	51.57812245
48.33372493	45	42.88262105
33.73224635	45	22.88277973
73.28739345	45	37.71383697
58.2389067	45	99.5458751
40.36186303	45	28.76545019
45.2927412	45	13.15164787
72.99316851	45	51.16557336
29.17087208	45	73.36573661
48.51976507	45	31.63440329
12.2444561	45	6.334711823
12.53412947	45	86.69694448
83.81653939	45	65.88201497
5.488820978	45	14.54363312
21.82483172	45	64.96531328
86.31037037	45	19.37580357
45.61803813	45	90.02092096
34.94018676	45	98.02792377
76.68203962	45	53.95476673
29.28019119	45	26.22790746
55.2399716	45	44.99715828
48.85532424	45	0.491481647
56.39174059	45	38.57618703
37.82725368	45	55.24769598
14.69134421	45	89.16737633
55.20934762	45	26.14837835
37.16344968	45	71.91451399
48.84903778	45	5.280719795
29.16937923	45	77.41923442
44.83081342	45	72.68041071
58.72775366	45	39.15470228
74.07392183	45	57.31247792
42.30546283	45	37.96785221
69.02663882	45	36.84348297
36.56997267	45	72.67262868
44.60159021	45	85.50518751
86.62592176	45	66.41154795
43.02359672	45	64.51499887
43.23495635	45	58.57577873
41.21650918	45	32.70979253
2.875057166	45	23.33651331
7.490791726	45	58.04424223
71.50447221	45	76.99857346
60.3852266	45	20.765953
86.01557642	45	74.42936677
75.42292335	45	46.97043027
87.23642916	45	98.53709225
43.23676561	45	38.42752627
65.33960054	45	98.49182547
89.76658493	45	51.88133973
63.23366273	45	72.09261491
9.884789752	45	25.87596304
35.551573	45	96.43574656
27.45259603	45	92.74283274
62.29760274	45	16.0826766
42.62216016	45	7.396721399
7.873492286	45	20.4055781
7.381704529	45	54.30529914
49.35150743	45	46.87724778
37.63081126	45	28.44637463
69.43492681	45	90.70681673
74.52998434	45	34.54708256
9.036260814	45	54.04989377
35.13132455	45	7.439714293
55.06011362	45	44.37173635
6.576590777	45	69.09975439
29.50288667	45	6.585224142
23.21345081	45	56.94335071
48.74605854	45	45.01380727
29.07768323	45	1.778584852
32.64253252	45	76.70572966
19.64661733	45	55.46580085
69.01824311	45	1.896108063
7.8178015	45	34.10311588
67.0751991	45	61.75493106
89.88911097	45	14.398729
54.07482868	45	1.434029718
34.96009142	45	58.07299194
52.93265429	45	62.07229578
9.697047375	45	59.96838476
7.845058995	45	33.54624835
53.49301774	45	81.55704074
50.55146964	45	39.10115046
87.75352842	45	88.13417262
